Municipio,num_bancos,poblacion,renta
molina de segura,6,77493.0,39.382
moratalla,1,7593.0,26.888
murcia,120,474617.0,38.682
san javier,15,35872.0,33.881
san pedro del pinatar,7,28706.0,30.444
torre pacheco,14,40074.0,33.036
yecla,9,35957.0,31.414
santomera,6,16320.0,33.955
"alcázares, los",15,19506.0,28.822
altsasu/alsasua,8,7710.0,39.358
andosilla,4,2913.0,34.134
ansoáin/antsoain,3,10641.0,39.598
añorbe,1,627.0,40.492
aoiz/agoitz,2,3007.0,37.712
araitz,1,520.0,45.116
arantza,1,619.0,53.484
aranguren,3,12787.0,61.246
arbizu,1,1108.0,47.504
"arcos, los",2,1191.0,38.471
aribe,3,32.0,43.617
azagra,1,3756.0,40.552
barásoain,1,594.0,42.566
baztan,6,7863.0,41.185
betelu,1,383.0,41.203
auritz/burguete,2,230.0,47.899
burlada/burlata,9,21078.0,40.718
cabanillas,1,1376.0,43.786
cirauqui/zirauki,1,465.0,38.881
cortes,1,3160.0,37.964
etxalar,2,814.0,43.3
etxarri aranatz,1,2545.0,42.688
egüés,3,,
noáin (valle de elorz)/noain (elortzibar),1,8469.0,44.511
erro,1,811.0,42.441
ezcároz/ezkaroze,1,304.0,44.6
estella/lizarra,7,,
esteribar,1,2877.0,50.173
eulate,2,271.0,40.63
funes,2,2558.0,41.634
fustiñana,2,2451.0,38.645
galar,3,2400.0,55.1
huarte/uharte,3,7737.0,46.622
uharte arakil,2,791.0,40.736
isaba/izaba,2,385.0,41.264
lakuntza,2,1325.0,43.284
leitza,1,3011.0,41.84
lerín,1,1783.0,37.788
lesaka,5,2716.0,45.312
lodosa,3,4931.0,35.686
lumbier,2,1327.0,42.807
mañeru,1,450.0,42.952
mendavia,3,3535.0,34.56
mendigorría,2,,
monreal,1,,
navascués,1,,
obanos,1,910.0,46.459
ochagavía/otsagabia,3,488.0,46.778
olazti/olazagutía,2,1464.0,37.652
olite/erriberri,4,4087.0,41.334
pamplona/iruña,101,207777.0,43.352
peralta/azkoien,4,6003.0,47.535
puente la reina/gares,4,2930.0,38.49
roncal/erronkari,1,214.0,30.276
sangüesa/zangoza,4,4862.0,43.205
santacara,2,858.0,37.446
doneztebe/santesteban,5,1860.0,41.75
sartaguda,2,1325.0,33.209
sunbilla,1,674.0,38.749
tafalla,8,10778.0,40.626
torres del río,1,115.0,31.459
tudela,4,38685.0,39.644
ultzama,1,1628.0,54.365
urdazubi/urdax,2,364.0,53.624
urdiain,1,642.0,44.562
urroz villa,1,404.0,42.493
luzaide/valcarlos,1,309.0,39.71
valtierra,1,2464.0,40.043
bera,7,3763.0,44.803
viana,4,4413.0,34.23
villafranca,2,3077.0,38.389
villatuerta,1,1268.0,44.931
villava/atarrabia,4,10016.0,44.003
barañain,6,,
berriozar,2,11201.0,38.451
irurtzun,2,2316.0,39.206
beriáin,1,4197.0,41.042
orkoien,1,4097.0,46.923
zizur mayor/zizur nagusia,5,16124.0,51.0
lekunberri,4,1697.0,40.701
allariz,7,6410.0,33.872
"arnoia, a",1,970.0,33.414
avión,2,1727.0,20.456
baltar,2,853.0,28.432
bande,2,1473.0,25.99
barbadás,1,11176.0,33.945
"barco de valdeorras, o",6,13300.0,32.961
beariz,3,949.0,22.82
"blancos, os",1,716.0,26.677
carballeda de valdeorras,2,1341.0,35.52
"carballiño, o",5,14075.0,28.154
castro caldelas,2,1238.0,29.679
celanova,2,5727.0,29.24
cenlle,1,1076.0,29.146
coles,1,3172.0,30.342
cualedro,2,1586.0,24.484
chandrexa de queixa,1,478.0,28.787
entrimo,1,1079.0,26.606
esgos,1,1102.0,30.921
xinzo de limia,2,9632.0,29.436
"gudiña, a",4,1186.0,27.606
laza,1,1164.0,26.149
leiro,1,1481.0,25.499
lobios,2,1820.0,27.173
maceda,1,2837.0,30.349
manzaneda,1,798.0,30.569
montederramo,1,670.0,26.862
muíños,1,1418.0,28.675
nogueira de ramuín,2,2048.0,29.068
ourense,28,104891.0,34.322
paderne de allariz,1,1352.0,31.866
parada de sil,2,522.0,28.479
"peroxa, a",1,1761.0,28.22
"pobra de trives, a",1,1968.0,30.386
ramirás,2,1508.0,23.758
ribadavia,2,4936.0,29.24
san xoán de río,1,518.0,25.903
san amaro,1,1039.0,27.938
san cibrao das viñas,2,5718.0,35.331
san cristovo de cea,2,1989.0,29.918
toén,1,2333.0,34.117
trasmiras,1,1220.0,25.823
"veiga, a",1,887.0,24.696
viana do bolo,1,2736.0,28.509
vilamartín de valdeorras,1,1822.0,31.098
vilar de barrio,1,1199.0,27.435
vilariño de conso,1,510.0,28.689
allande,2,1530.0,29.658
aller,6,10012.0,33.006
amieva,1,603.0,28.096
avilés,32,75351.0,34.562
belmonte de miranda,2,1394.0,29.781
bimenes,1,1649.0,29.826
boal,4,1380.0,30.455
cabrales,4,1908.0,25.659
candamo,1,1899.0,35.08
cangas del narcea,1,11421.0,36.658
cangas de onís,7,6316.0,30.284
carreño,4,10256.0,36.314
caso,4,1427.0,31.386
castrillón,6,22124.0,39.729
castropol,5,3252.0,36.055
colunga,6,3148.0,28.931
corvera de asturias,1,15637.0,32.278
cudillero,6,4896.0,31.642
"franco, el",2,3744.0,36.719
gijón,100,268561.0,35.852
gozón,6,10405.0,36.091
grado,1,9688.0,32.213
grandas de salime,2,779.0,32.574
langreo,22,38282.0,30.771
laviana,4,12284.0,32.98
lena,9,10259.0,32.823
valdés,10,10895.0,33.324
llanera,4,13938.0,39.614
llanes,9,13549.0,30.722
mieres,12,349.0,36.261
mieres,12,349.0,32.313
mieres,12,36132.0,36.261
mieres,12,36132.0,32.313
morcín,2,2537.0,36.298
muros de nalón,1,1942.0,32.049
nava,4,5203.0,33.387
navia,5,8112.0,38.074
noreña,4,5102.0,36.687
onís,1,732.0,25.567
oviedo,129,220543.0,38.153
parres,5,5152.0,31.175
peñamellera baja,1,1188.0,27.336
piloña,10,6753.0,28.212
ponga,1,576.0,27.256
pravia,5,7790.0,30.466
proaza,2,675.0,32.506
quirós,1,1160.0,31.135
"regueras, las",1,1875.0,41.336
ribadedeva,2,1693.0,28.886
ribadesella,5,5552.0,30.653
riosa,1,1712.0,33.475
salas,6,4799.0,30.085
san martín del rey aurelio,6,15405.0,30.213
santa eulalia de oscos,1,425.0,24.174
san tirso de abres,1,400.0,28.241
sariego,1,1265.0,38.487
siero,14,52593.0,37.495
sobrescobio,1,845.0,35.913
somiedo,1,1065.0,30.344
soto del barco,1,3807.0,33.434
tapia de casariego,1,3579.0,36.68
taramundi,2,558.0,30.282
teverga,3,1539.0,31.623
tineo,6,8769.0,33.481
vegadeo,5,3930.0,31.913
villanueva de oscos,1,248.0,24.782
villaviciosa,4,15342.0,32.65
aguilar de campoo,7,6823.0,34.944
alar del rey,3,912.0,28.126
astudillo,2,1039.0,33.909
baltanás,4,1228.0,29.849
venta de baños,7,6331.0,32.788
becerril de campos,1,757.0,34.365
carrión de los condes,5,1999.0,31.338
cervera de pisuerga,3,2284.0,30.383
cevico de la torre,2,475.0,33.854
dueñas,1,2587.0,32.789
frómista,3,748.0,33.145
fuentes de nava,2,567.0,31.143
guardo,3,5548.0,31.339
herrera de pisuerga,1,1898.0,28.653
palencia,23,76738.0,35.179
paredes de nava,3,1911.0,32.441
quintana del puente,2,251.0,36.733
saldaña,2,2869.0,31.091
torquemada,1,966.0,30.522
velilla del río carrión,1,1129.0,33.02
villada,4,834.0,29.239
villamuriel de cerrato,3,6508.0,35.609
villarramiel,2,788.0,32.14
villaviudas,1,366.0,34.477
osorno la mayor,2,1190.0,33.948
agaete,3,5670.0,35.502
agüimes,4,33179.0,36.84
antigua,10,13832.0,33.154
arrecife,12,68169.0,35.247
artenara,1,1029.0,37.468
arucas,5,38936.0,37.373
firgas,1,7688.0,36.87
gáldar,5,24811.0,34.745
haría,4,5567.0,37.216
ingenio,5,32747.0,35.479
mogán,33,21175.0,32.869
moya,1,148.0,22.481
moya,1,148.0,32.65
moya,1,7987.0,22.481
moya,1,7987.0,32.65
"oliva, la",22,29693.0,33.606
pájara,22,21614.0,33.165
"palmas de gran canaria, las",181,380436.0,39.148
puerto del rosario,9,44638.0,37.142
san bartolomé,1,19443.0,39.459
san bartolomé de tirajana,69,54116.0,34.193
"aldea de san nicolás, la",2,7449.0,32.201
santa brígida,5,18551.0,49.767
santa lucía de tirajana,6,77098.0,33.026
santa maría de guía de gran canaria,1,14135.0,34.486
teguise,13,23848.0,44.95
tejeda,2,1826.0,32.839
telde,10,102867.0,34.808
teror,7,12878.0,35.505
tías,21,21462.0,38.929
tinajo,2,6865.0,42.55
tuineje,7,16454.0,38.027
valsequillo de gran canaria,1,9768.0,37.168
vega de san mateo,7,7856.0,32.93
yaiza,31,18113.0,38.884
baiona,3,12380.0,38.181
bueu,2,11837.0,32.358
caldas de reis,4,9614.0,33.992
cambados,2,13752.0,33.075
cangas,8,26714.0,34.982
cotobade,1,,
covelo,1,2422.0,24.445
cuntis,1,4515.0,31.204
"estrada, a",7,20139.0,33.797
forcarei,2,3127.0,27.794
agolada,3,2282.0,25.445
gondomar,2,15103.0,37.524
"grove, o",9,10821.0,31.549
"guarda, a",5,10041.0,30.665
lalín,1,20277.0,31.517
"lama, a",1,2515.0,23.333
marín,5,24154.0,32.876
meaño,1,5264.0,34.421
meis,2,4703.0,34.403
moaña,4,19315.0,34.505
mondariz,1,4425.0,29.534
moraña,4,4110.0,34.213
mos,4,15152.0,39.428
"neves, as",2,3678.0,28.302
nigrán,5,18208.0,43.774
oia,2,3080.0,34.255
pontevedra,27,83077.0,36.854
"porriño, o",8,20711.0,34.204
poio,3,17425.0,39.191
ponteareas,10,23196.0,29.019
ponte caldelas,2,5580.0,28.969
redondela,8,28976.0,37.805
"rosal, o",1,6509.0,31.483
salceda de caselas,1,9430.0,33.317
salvaterra de miño,3,10471.0,28.286
sanxenxo,10,17914.0,35.157
silleda,3,8870.0,31.568
soutomaior,1,7584.0,33.34
tomiño,3,13782.0,30.262
tui,2,17454.0,35.013
valga,2,5671.0,38.433
vigo,83,293977.0,38.846
vila de cruces,3,5033.0,27.413
vilagarcía de arousa,6,37761.0,32.879
vilanova de arousa,3,10225.0,31.779
"illa de arousa, a",1,4849.0,33.06
alaraz,1,448.0,29.588
alba de tormes,6,5122.0,31.018
"alberca, la",4,1045.0,25.757
aldeadávila de la ribera,4,1120.0,24.978
barruecopardo,1,421.0,33.39
béjar,11,11957.0,27.52
cabrerizos,2,4226.0,47.368
calvarrasa de abajo,1,1201.0,30.129
calzada de valdunciel,2,700.0,31.839
candelario,2,843.0,30.082
carbajosa de la sagrada,6,7636.0,42.847
castellanos de moriscos,1,3051.0,32.388
cepeda,1,303.0,22.499
ciudad rodrigo,7,11846.0,28.453
"cubo de don sancho, el",1,377.0,30.662
doñinos de salamanca,1,2209.0,38.41
fuenteguinaldo,2,652.0,25.477
fuentes de oñoro,5,1009.0,43.961
gomecello,2,412.0,30.182
guijuelo,7,5508.0,34.358
hinojosa de duero,1,577.0,23.613
ituero de azaba,1,199.0,27.109
lagunilla,1,428.0,22.766
ledesma,1,1517.0,29.212
ledrada,3,465.0,34.758
lumbrales,4,1510.0,27.529
macotera,2,1001.0,29.608
"maíllo, el",1,282.0,25.178
matilla de los caños del río,2,613.0,27.171
mieza,1,176.0,27.64
miranda del castañar,2,381.0,22.12
mogarraz,1,252.0,30.4
navasfrías,1,362.0,20.667
"payo, el",1,313.0,28.011
peñaparda,1,308.0,18.307
peñaranda de bracamonte,2,6063.0,27.597
robleda,2,457.0,29.921
salamanca,77,144866.0,33.391
san esteban de la sierra,1,372.0,30.453
san felices de los gallegos,1,350.0,24.783
san martín del castañar,1,234.0,24.798
santa marta de tormes,8,14726.0,37.831
santibáñez de béjar,1,444.0,20.903
santiz,1,229.0,28.155
saucelle,1,252.0,29.061
sorihuela,1,256.0,25.958
sotoserrano,2,513.0,27.041
tamames,5,785.0,29.729
valdecarros,1,310.0,31.858
valdelosa,1,404.0,34.024
vecinos,1,219.0,27.669
"vellés, la",3,540.0,36.302
villamayor,1,7669.0,40.242
villanueva del conde,1,174.0,28.281
villar de peralonso,1,204.0,28.373
villares de la reina,7,6723.0,37.342
vitigudino,6,2361.0,30.337
adeje,84,50549.0,33.398
agulo,1,1108.0,32.739
alajeró,1,2071.0,33.176
arafo,2,5776.0,36.435
arico,3,9120.0,29.362
arona,63,86624.0,30.042
barlovento,1,2014.0,32.458
breña alta,1,7428.0,41.375
breña baja,4,6112.0,44.111
buenavista del norte,3,4680.0,30.558
candelaria,9,28795.0,38.582
fasnia,2,3066.0,31.773
frontera,3,4528.0,33.599
fuencaliente de la palma,3,1900.0,28.457
garachico,2,4924.0,32.085
granadilla de abona,17,57143.0,33.49
"guancha, la",2,5593.0,32.283
guía de isora,11,22642.0,33.068
güímar,7,21716.0,34.496
hermigua,3,1887.0,33.155
icod de los vinos,10,24285.0,30.225
san cristóbal de la laguna,48,160258.0,36.633
"llanos de aridane, los",10,20283.0,36.279
"matanza de acentejo, la",3,9160.0,34.628
"orotava, la",13,42585.0,34.805
"paso, el",1,8156.0,39.352
puerto de la cruz,36,31377.0,32.185
puntagorda,3,2355.0,31.077
puntallana,1,2699.0,38.687
"realejos, los",13,37522.0,32.945
"rosario, el",2,17983.0,46.886
san andrés y sauces,5,4296.0,38.064
san juan de la rambla,3,4904.0,31.495
san miguel de abona,15,23138.0,33.528
san sebastián de la gomera,10,9562.0,39.171
santa cruz de la palma,14,15565.0,42.144
santa cruz de tenerife,100,211359.0,39.072
santa úrsula,11,15386.0,32.989
santiago del teide,16,12373.0,31.966
"sauzal, el",3,9278.0,39.975
"silos, los",2,4705.0,30.775
tacoronte,9,24746.0,37.994
"tanque, el",4,2787.0,30.676
tazacorte,4,4559.0,30.805
tegueste,3,11405.0,43.325
tijarafe,2,2684.0,34.002
valverde,6,5268.0,35.734
valle gran rey,5,4854.0,31.175
vallehermoso,4,2954.0,27.502
"victoria de acentejo, la",4,9313.0,29.516
vilaflor,1,,
villa de mazo,2,5070.0,37.233
"pinar de el hierro, el",4,2010.0,32.67
alfoz de lloredo,3,2499.0,32.36
ampuero,3,4477.0,32.967
anievas,1,267.0,31.227
argoños,1,1872.0,38.048
arnuero,2,2279.0,34.801
arredondo,1,477.0,27.126
"astillero, el",12,18467.0,35.804
bárcena de cicero,1,4741.0,34.002
bárcena de pie de concha,1,674.0,33.415
bareyo,2,2133.0,33.214
cabezón de la sal,4,8162.0,33.99
cabuérniga,2,998.0,34.638
camaleño,1,969.0,37.065
camargo,14,30422.0,38.278
cartes,2,5865.0,33.128
castro urdiales,16,33482.0,36.815
cillorigo de liébana,1,1362.0,31.432
colindres,6,8540.0,35.479
comillas,3,2146.0,30.887
"corrales de buelna, los",4,10813.0,33.295
corvera de toranzo,1,2139.0,30.321
campoo de enmedio,1,3736.0,36.499
entrambasaguas,3,5646.0,35.571
escalante,1,736.0,39.538
guriezo,2,2458.0,35.431
herrerías,1,581.0,31.656
lamasón,1,246.0,26.202
laredo,8,10752.0,32.773
liendo,1,1226.0,40.883
liérganes,2,2390.0,36.819
limpias,1,1991.0,32.44
luena,1,608.0,28.961
marina de cudeyo,4,5190.0,40.751
mazcuerras,1,2093.0,36.519
medio cudeyo,5,7686.0,38.002
meruelo,2,2311.0,31.297
noja,3,2700.0,32.215
peñarrubia,2,314.0,31.339
piélagos,5,26783.0,41.651
polaciones,1,202.0,25.98
polanco,1,6239.0,37.236
potes,7,1353.0,29.937
puente viesgo,3,2881.0,35.826
ramales de la victoria,3,3061.0,27.09
reinosa,5,8566.0,31.91
ribamontán al mar,4,4615.0,37.187
ribamontán al monte,1,2538.0,39.516
rionansa,2,1002.0,31.129
riotuerto,1,1675.0,33.782
ruente,1,1072.0,34.056
ruesga,1,829.0,30.862
san felices de buelna,1,2376.0,33.965
san pedro del romeral,1,432.0,22.169
santa cruz de bezana,7,13832.0,48.663
santa maría de cayón,2,9367.0,34.991
santander,97,174101.0,38.641
santillana del mar,3,4211.0,40.012
santiurde de toranzo,1,1739.0,34.805
santoña,8,10916.0,32.361
san vicente de la barquera,3,3992.0,32.29
selaya,2,1846.0,32.22
soba,2,1076.0,28.35
suances,7,9092.0,36.665
"tojos, los",1,375.0,31.307
torrelavega,38,51663.0,32.104
valdáliga,1,2152.0,33.162
valdeolea,2,884.0,30.646
valdeprado del río,1,320.0,33.366
valderredible,2,931.0,30.078
vega de liébana,1,690.0,29.801
vega de pas,2,768.0,42.309
villacarriedo,2,1685.0,33.207
villafufre,1,1020.0,32.599
valle de villaverde,1,252.0,24.45
voto,2,2945.0,32.923
abades,2,859.0,35.433
aguilafuente,3,564.0,31.727
ayllón,3,1105.0,31.452
bernardos,1,463.0,33.823
bernuy de porreros,1,1247.0,32.895
boceguillas,1,721.0,33.625
cabezuela,1,656.0,34.505
cantalejo,4,3558.0,31.843
coca,2,1703.0,32.461
cuéllar,7,9530.0,32.474
"espinar, el",8,10145.0,33.748
fuentepelayo,2,772.0,35.277
lastras de cuéllar,1,307.0,26.35
"losa, la",1,531.0,39.501
marugán,1,763.0,29.91
mozoncillo,2,907.0,36.24
nava de la asunción,4,2787.0,32.258
navas de oro,2,1274.0,33.341
olombrada,2,503.0,29.18
otero de herreros,1,966.0,34.263
prádena,2,468.0,34.084
riaza,2,2144.0,32.697
sacramenia,2,330.0,31.926
sangarcía,1,279.0,35.363
real sitio de san ildefonso,4,5205.0,37.405
san pedro de gaíllos,1,311.0,30.999
santa maría la real de nieva,2,885.0,33.1
segovia,19,51525.0,37.688
trescasas,1,1105.0,49.643
valverde del majano,1,1126.0,37.771
vallelado,2,728.0,34.045
villacastín,2,1525.0,31.71
zarzuela del pinar,1,408.0,30.31
san cristóbal de segovia,5,3153.0,41.249
alanís,2,1673.0,22.828
alcalá de guadaíra,6,76922.0,34.143
alcalá del río,1,12250.0,29.515
arahal,2,19417.0,31.854
aznalcázar,3,4886.0,28.327
bollullos de la mitación,2,11251.0,37.475
bormujos,9,22970.0,42.978
brenes,2,12883.0,28.354
burguillos,3,7327.0,27.477
"cabezas de san juan, las",3,16410.0,27.133
camas,1,28705.0,30.135
"campana, la",3,5132.0,26.691
carmona,9,29871.0,30.984
casariche,2,5307.0,26.038
castilleja de la cuesta,5,17153.0,33.995
cazalla de la sierra,6,4629.0,27.19
coria del río,2,31095.0,28.848
coripe,2,1198.0,24.823
dos hermanas,25,140430.0,37.584
écija,12,39500.0,29.634
espartinas,2,16482.0,48.244
gines,4,13524.0,44.225
guillena,4,14064.0,31.354
herrera,3,6566.0,29.187
huévar del aljarafe,2,3360.0,31.232
lora de estepa,2,888.0,25.498
lora del río,3,18189.0,27.661
mairena del alcor,1,24238.0,34.361
mairena del aljarafe,7,47898.0,43.081
"molares, los",1,3636.0,27.705
morón de la frontera,4,27228.0,29.004
osuna,2,17374.0,30.034
"palacios y villafranca, los",4,38757.0,28.352
palomares del río,1,9277.0,42.601
paradas,2,6779.0,25.695
"pedroso, el",2,2074.0,25.383
pilas,2,14105.0,26.771
"puebla de cazalla, la",2,10799.0,28.114
"puebla de los infantes, la",2,2927.0,24.408
"puebla del río, la",2,11871.0,28.512
"rinconada, la",8,40529.0,32.823
"roda de andalucía, la",2,4180.0,27.904
salteras,4,5580.0,38.257
san juan de aznalfarache,2,23090.0,28.974
san nicolás del puerto,2,600.0,22.198
santiponce,1,8625.0,32.026
sevilla,313,687488.0,37.94
tomares,6,25488.0,47.952
utrera,22,52173.0,30.796
villaverde del río,2,7794.0,28.302
"viso del alcor, el",1,19310.0,32.349
ágreda,1,3094.0,37.069
almazán,6,5476.0,34.373
almenar de soria,2,216.0,34.511
berlanga de duero,3,831.0,31.918
burgo de osma ciudad de osma,4,5204.0,34.348
cabrejas del pinar,1,299.0,30.417
castilruiz,1,158.0,30.572
duruelo de la sierra,2,1026.0,36.56
fuentearmegil,1,150.0,25.159
golmayo,1,3059.0,41.961
gómara,2,288.0,28.109
langa de duero,1,716.0,30.134
medinaceli,5,671.0,32.067
monteagudo de las vicarías,1,177.0,28.379
navaleno,2,732.0,33.789
quintana redonda,1,512.0,30.712
retortillo de soria,1,130.0,30.156
san esteban de gormaz,1,2935.0,34.401
san leonardo de yagüe,4,1949.0,32.91
santa maría de huerta,1,242.0,26.189
soria,26,40750.0,37.786
vinuesa,2,833.0,29.875
albinyana,1,2677.0,35.307
alcanar,6,9943.0,30.83
alcover,3,5348.0,39.528
"aleixar, l'",1,962.0,39.718
altafulla,2,5838.0,47.792
"ametlla de mar, l'",3,7373.0,34.077
amposta,4,22637.0,32.145
arnes,1,463.0,32.815
barberà de la conca,1,471.0,33.038
benifallet,1,718.0,33.671
"bisbal del penedès, la",1,4168.0,33.315
cabacés,1,302.0,29.768
calafell,1,31828.0,34.697
cambrils,2,36849.0,40.382
castellvell del camp,1,2995.0,59.974
"catllar, el",1,5218.0,48.845
corbera d'ebre,2,1019.0,33.613
creixell,2,4190.0,34.264
cunit,4,15804.0,34.178
xerta,1,1156.0,31.333
"espluga de francolí, l'",4,3817.0,36.494
falset,2,2856.0,38.843
flix,4,3324.0,38.647
gandesa,2,3166.0,36.474
horta de sant joan,2,1157.0,30.06
llorenç del penedès,2,2431.0,40.815
marçà,1,598.0,32.928
masllorenç,1,573.0,30.143
montblanc,3,7550.0,40.376
mont roig del camp,9,14114.0,32.709
móra d'ebre,1,5726.0,37.861
"morell, el",1,3878.0,40.659
perafort,1,1308.0,45.967
"pinell de brai, el",1,979.0,35.041
"pont d'armentera, el",1,498.0,29.561
reus,33,109930.0,37.169
riudecanyes,1,1345.0,32.809
riudoms,2,6905.0,39.236
sant carles de la ràpita,4,,
sant jaume dels domenys,2,2803.0,37.193
santa coloma de queralt,3,2800.0,37.453
"selva del camp, la",4,5819.0,42.541
tarragona,45,141151.0,39.912
torredembarra,5,17984.0,35.099
tortosa,2,35265.0,36.864
ulldecona,5,6551.0,30.958
valls,13,25047.0,38.483
"vendrell, el",3,40440.0,34.765
vila rodona,1,1374.0,34.045
vila seca,11,23826.0,37.278
"vilella baixa, la",1,207.0,31.687
vinyols i els arcs,2,2400.0,43.07
deltebre,3,11951.0,33.443
sant jaume d'enveja,2,3667.0,31.215
"aldea, l'",4,4471.0,31.327
salou,16,30810.0,35.852
albalate del arzobispo,3,1933.0,31.842
alcañiz,3,16247.0,35.287
alcorisa,2,3234.0,34.282
aliaga,1,345.0,36.176
alloza,1,551.0,29.86
andorra,1,7258.0,38.249
ariño,4,632.0,36.17
báguena,1,295.0,27.05
beceite,2,562.0,30.413
bello,2,213.0,32.232
bronchales,1,451.0,30.906
calamocha,1,4542.0,34.02
calanda,2,3678.0,31.72
caminreal,2,603.0,36.139
cantavieja,1,719.0,32.552
castellote,1,663.0,30.49
cedrillas,1,647.0,38.961
cella,5,2690.0,34.445
"codoñera, la",1,321.0,29.414
escucha,1,772.0,36.315
frías de albarracín,3,112.0,27.437
híjar,3,1760.0,32.936
"iglesuela del cid, la",1,377.0,26.704
manzanera,1,539.0,26.715
mazaleón,2,481.0,29.257
monreal del campo,1,2541.0,34.132
ojos negros,1,328.0,27.762
orihuela del tremedal,1,458.0,33.367
pancrudo,1,113.0,32.918
perales del alfambra,2,271.0,32.928
"puebla de valverde, la",1,465.0,31.468
ráfales,1,149.0,25.434
santa eulalia,3,1020.0,33.138
sarrión,2,1216.0,32.348
teruel,19,36713.0,39.5
torrijo del campo,1,502.0,30.555
utrillas,1,3102.0,38.298
valderrobres,3,2545.0,32.408
villarquemado,1,870.0,33.347
aldeanueva de san bartolomé,3,413.0,25.648
almorox,4,2472.0,27.068
bargas,2,11099.0,38.475
belvís de la jara,3,1428.0,26.168
borox,2,4250.0,31.023
buenaventura,1,377.0,24.892
cabañas de la sagra,2,2137.0,30.807
camuñas,2,1767.0,26.771
castillo de bayuela,2,921.0,30.791
cazalegas,1,2098.0,25.556
cedillo del condado,5,4337.0,30.299
cobeja,3,2668.0,32.684
cobisa,1,4500.0,49.344
consuegra,1,9758.0,30.925
corral de almaguer,1,5237.0,27.708
domingo pérez,1,395.0,21.179
escalonilla,1,1497.0,27.476
fuensalida,6,12508.0,29.677
gálvez,2,3006.0,31.117
"iglesuela, la",1,,
illescas,6,32159.0,39.826
lillo,2,2493.0,24.017
lominchar,2,2815.0,29.56
"mata, la",3,915.0,24.915
mejorada,1,1385.0,28.981
nambroca,2,5250.0,39.139
"navalmorales, los",3,2120.0,25.205
navamorcuende,2,599.0,27.917
ocaña,6,14469.0,28.691
olías del rey,2,8947.0,44.497
oropesa,3,2564.0,28.333
pantoja,3,3523.0,30.047
"puebla de almoradiel, la",2,4887.0,27.215
"puebla de montalbán, la",6,8032.0,31.151
"pueblanueva, la",1,2138.0,27.344
"puente del arzobispo, el",3,1151.0,28.368
"real de san vicente, el",1,981.0,25.036
recas,3,5023.0,30.07
robledo del mazo,1,252.0,24.157
"romeral, el",1,541.0,25.649
santa ana de pusa,1,342.0,24.111
santa cruz de la zarza,3,4100.0,28.586
santa olalla,1,3502.0,27.847
segurilla,1,1378.0,31.075
seseña,1,30165.0,35.534
sonseca,1,11328.0,33.83
talavera de la reina,22,84738.0,30.833
tembleque,3,2009.0,28.204
"toboso, el",2,1723.0,26.483
toledo,63,86526.0,43.465
torrijos,5,14099.0,32.647
turleque,1,692.0,28.489
velada,1,2907.0,28.718
villacañas,10,9489.0,26.84
"villa de don fadrique, la",2,3553.0,25.281
villafranca de los caballeros,2,4897.0,29.238
villaluenga de la sagra,3,4171.0,34.238
villanueva de alcardete,3,2963.0,27.397
villatobas,3,2858.0,27.024
"viso de san juan, el",1,6164.0,30.961
"yébenes, los",2,5753.0,33.449
yuncler,2,5033.0,30.165
yuncos,5,12831.0,32.471
santo domingo caudilla,2,1229.0,27.354
ademuz,2,1004.0,27.809
atzeneta d'albaida,3,1169.0,31.158
agullent,1,2416.0,31.085
alaquàs,1,30022.0,32.487
albaida,6,6235.0,32.317
alboraya,6,,
alcàsser,1,10676.0,32.99
alzira,10,47335.0,35.088
"alcúdia, l'",16,12402.0,34.788
"alcúdia de crespins, l'",3,5438.0,30.22
aldaia,12,34035.0,33.692
alfafar,2,22131.0,30.768
alfara del patriarca,2,3623.0,35.09
algemesí,3,27968.0,33.425
almàssera,2,7672.0,37.281
almussafes,2,9057.0,41.569
anna,2,2595.0,31.45
aielo de malferit,1,4599.0,34.914
bellreguard,1,4943.0,31.917
benaguasil,5,12336.0,31.646
benetússer,2,16322.0,32.367
benifaió,5,12130.0,35.464
benigánim,3,,
benimodo,1,2316.0,33.686
bétera,2,27584.0,48.123
bicorp,1,560.0,26.766
bocairent,2,4148.0,32.614
buñol,6,9765.0,33.944
burjassot,6,40634.0,32.145
canals,1,13415.0,30.955
carcaixent,1,21317.0,32.021
càrcer,1,1806.0,32.163
castielfabib,3,287.0,21.723
cofrentes,2,1123.0,39.354
corbera,1,3173.0,30.832
cortes de pallás,1,758.0,29.434
quart de poblet,14,26304.0,32.281
cullera,9,24181.0,31.008
chelva,2,1677.0,29.188
xirivella,2,31745.0,31.558
chiva,1,17245.0,38.986
daimús,2,3419.0,33.782
"eliana, l'",15,19597.0,53.888
enguera,7,4769.0,31.682
estivella,2,1631.0,36.272
faura,2,3671.0,32.084
fontanars dels alforins,1,947.0,33.197
gandia,28,80095.0,32.25
guadassuar,4,5992.0,35.687
xeraco,3,6044.0,30.562
xàtiva,4,30378.0,34.27
llíria,1,25077.0,33.833
manises,3,32273.0,33.137
massalfassar,2,2653.0,39.815
massamagrell,5,17216.0,35.037
mislata,5,46153.0,35.06
mogente/moixent,8,,
moncada,1,21993.0,
montserrat,1,9656.0,33.795
montaverner,2,1626.0,32.636
museros,1,6739.0,36.556
oliva,10,26122.0,31.571
ontinyent,4,36430.0,33.154
paterna,16,74822.0,38.707
picanya,5,11876.0,41.913
