id,amenity,atm,brand,name,coordinates
node/10844492136,bank,,BBVA,BBVA,"[1.823784, 41.7269394]"
node/10844618628,atm,,Banco Sabadell,Banc Sabadell,"[1.8235009, 41.7283142]"
node/10844618654,bank,,Caixabank,Caixabank,"[1.8307727, 41.7294092]"
node/10844618655,bank,,BBVA,BBVA,"[1.8310963, 41.7297921]"
node/10844734417,bank,,La Caixa,La Caixa,"[1.8220598, 41.7257584]"
node/10844910068,bank,,Banca March,Banca March,"[-2.9341409, 43.2630839]"
node/10845613061,atm,,Banco Santander,,"[2.1813104, 41.3719018]"
node/10845754821,bank,yes,,Triodos Bank,"[2.1640501, 41.397915]"
node/10847051593,bank,,Caixabank,Caixabank,"[1.8245494, 41.725212]"
node/10853495581,atm,,,,"[1.9990329, 41.2700253]"
node/10855662906,bank,,Caja Rural,Caja Rural,"[-0.2646429, 39.9620797]"
node/10855815106,bank,,,Banco para descanso,"[-1.3057872, 40.1273527]"
node/10855815207,bank,,,Banco para descanso,"[-1.3074607, 40.1290894]"
node/10855815305,bank,,,Banco para descanso,"[-1.3051225, 40.1258922]"
node/10855907470,bank,,Banco Sabadell,Banco Sabadell,"[-4.7763707, 36.4956928]"
node/10855985760,bank,yes,Caixabank,Caixabank,"[-3.6062012, 37.1768575]"
node/10856683980,bank,yes,Caixabank,Caixabank,"[-3.5387959, 40.8257282]"
node/10858304449,atm,,,,"[-3.7505522, 40.412931]"
node/10858506964,bank,,Ibercaja,Ibercaja,"[-3.3652855, 40.4877038]"
node/10858669256,bank,,Banco Santander,Banco Santander,"[-3.3650684, 40.4863076]"
node/10860769886,bank,,Caixabank,Caixabank,"[-0.3912181, 39.4804506]"
node/10861359087,bank,yes,Ibercaja,Ibercaja,"[-0.2295393, 40.9392932]"
node/10861375315,bank,yes,Banco Santander,Banco Santander,"[-0.2312218, 40.9392827]"
node/10861969907,atm,,,,"[-4.531798, 36.5996284]"
node/10861974507,atm,,,,"[-4.5317592, 36.5995883]"
node/10862007005,atm,,,,"[-4.5308967, 36.5984173]"
node/10862143707,atm,,,,"[-4.5259839, 36.5968409]"
node/10862328155,atm,,Caja Rural,,"[-4.7199492, 41.0629909]"
node/10873317751,bank,,Banco Santander,Banco Santander,"[-0.5957387, 39.6273111]"
node/10873967191,atm,,,,"[0.6135562, 41.6177241]"
node/10874070270,atm,,Caixabank,,"[-3.3660336, 40.4873878]"
node/10874070271,atm,,Caixabank,,"[-3.3660593, 40.4873797]"
node/10874070272,bank,yes,Caixabank,Caixabank,"[-3.3661035, 40.4873641]"
node/10875308505,atm,,,,"[-4.5224066, 36.593689]"
node/10875308605,atm,,,,"[-4.5250266, 36.5919936]"
node/10876428835,atm,,Euronet,,"[3.4599402, 39.7161264]"
node/10877840305,atm,,,,"[-4.5264365, 36.5967007]"
node/10878107588,atm,,Banco Santander,,"[-6.0169642, 43.2510174]"
node/10878183358,bank,,Bankinter,Bankinter,"[1.8223296, 41.7253329]"
node/10879666456,bank,yes,Caixabank,Caixabank,"[-3.7118499, 40.8580803]"
node/10882098851,bank,yes,Banco Santander,Banco Santander,"[-3.2022146, 41.5728604]"
node/10883736555,bank,yes,,Eurocaja Rural,"[-3.945174, 39.7994502]"
node/10890583290,atm,,Caixabank,Caixabank,"[-0.6294822, 39.0968098]"
node/10892537817,atm,,Rural Kutxa,,"[-2.0244546, 43.2760098]"
node/10895963100,bank,,,Andbank,"[-2.447291, 42.4643452]"
node/10895972316,bank,,Banco Sabadell,Banco Sabadell,"[-2.4476855, 42.4637131]"
node/10896246706,atm,,,,"[2.1568533, 41.4018663]"
node/10897826847,bank,,Laboral Kutxa,Laboral Kutxa,"[-3.1144754, 43.321858]"
node/10899486380,atm,,Euronet,,"[2.5630888, 39.5330041]"
node/10899486483,atm,,Euronet,,"[2.5380224, 39.5236851]"
node/10899666907,atm,,,,"[-16.5985823, 28.0283961]"
node/10900156205,atm,,,,"[-6.0034473, 37.3903309]"
node/10900341788,atm,,,,"[-5.9983682, 37.3979737]"
node/10902203259,atm,,Banca March,,"[2.6454706, 39.5690504]"
node/10902203269,atm,,,,"[2.6507527, 39.5686942]"
node/10903541563,bank,yes,,,"[-2.692388, 42.8429769]"
node/10910825346,bank,,BBVA,BBVA,"[-1.9825264, 43.3168551]"
node/10911070801,atm,,,BitBase - Cajero Bitcoin,"[3.8354781, 39.9994958]"
node/10911241058,atm,,,BitBase - Cajero Bitcoin,"[4.2614297, 39.887741]"
node/10911592600,bank,,Cajamar,Cajamar,"[-3.8636709, 40.3228673]"
node/10913655032,atm,,Banco Sabadell,Sabadell,"[-0.3675079, 42.5184193]"
node/10913894543,bank,,Banco Santander,Banco Santander,"[-3.8353825, 40.3390521]"
node/10913894547,bank,,BBVA,BBVA,"[-3.8348142, 40.3387154]"
node/10913894548,bank,,Caixabank,Caixabank,"[-3.8345629, 40.3385845]"
node/10913894549,bank,,Bankinter,Bankinter,"[-3.8330977, 40.3379232]"
node/10914450485,bank,,Ibercaja,Ibercaja,"[-3.0154133, 42.3240325]"
node/10914751760,atm,,,,"[-3.0215792, 43.3117102]"
node/10916322456,bank,yes,Caixabank,Caixabank,"[-3.0141185, 42.3249732]"
node/10918317630,atm,,Unicaja Banco,,"[-4.0164212, 43.384986]"
node/10921476191,atm,,Euronet,,"[-13.7990275, 28.8606147]"
node/10922496526,bank,,Caja Rural,Caja Rural,"[-3.8032816, 40.2899203]"
node/10922718609,bank,,BBVA,BBVA,"[-3.8374203, 40.297402]"
node/10924111283,atm,,,,"[-2.8488899, 43.1474695]"
node/10925931441,atm,,Liberbank,,"[-4.1458108, 42.9866175]"
node/10926036288,bank,,BBVA,BBVA,"[-2.9364912, 43.262819]"
node/10932211705,atm,,,Bitcoin ATM - Shitcoins.club,"[2.1975514, 41.3909692]"
node/10932486899,bank,yes,Caixabank,Caixabank,"[-5.9688919, 36.2514794]"
node/10937161832,atm,,,Weex ATM,"[2.2275152, 41.4557139]"
node/10937296274,atm,,,Weex ATM,"[2.0987185, 41.3768499]"
node/10937811414,bank,yes,Banco Santander,Banco Santander,"[-3.6789031, 40.3938066]"
node/10939346882,bank,yes,Caixabank,Caixabank,"[-0.6796548, 37.9774233]"
node/10941552591,bank,yes,Caixabank,Caixabank,"[0.1254125, 42.0366848]"
node/10943522667,bank,,Abanca,Abanca,"[2.0065189, 41.5612564]"
node/10946772246,bank,,Banco Santander,Banco Santander,"[0.8130998, 41.7518997]"
node/10947358704,bank,,Caja Rural de Aragón,Caja Rural de Aragón,"[-0.8718453, 41.6432377]"
node/10948604847,atm,,,Bitcoin ATM - Shitcoins.club,"[-0.4769155, 38.3527949]"
node/10949144592,bank,yes,,Rural Kutxa,"[-2.0753695, 43.1342743]"
node/10951952671,atm,,,BitBase - Cajero Bitcoin,"[-1.6433309, 42.8145838]"
node/10957990037,bank,yes,BBVA,BBVA,"[2.3976289, 41.63949]"
node/10958928153,bank,,BBVA,BBVA,"[2.1611921, 41.4072415]"
node/10958966313,bank,yes,Banco Sabadell,Banco Sabadell,"[2.1549808, 41.4004046]"
node/10960343942,bank,,Abanca,Abanca,"[-8.8089272, 43.0338356]"
node/10963100714,bank,yes,Laboral Kutxa,Laboral Kutxa,"[-2.3135587, 43.0918926]"
node/10963256032,atm,,,,"[-3.5919233, 40.2293281]"
node/10967408142,atm,,,Cajero Bitcoin Weex,"[-3.165995, 40.6221309]"
node/10967800644,atm,,,BitBase - Cajero Bitcoin,"[-3.4811913, 40.4751807]"
node/10970498809,bank,,Caixabank,Caixabank,"[-3.8446538, 37.2386108]"
node/10970498810,atm,,Caixabank,,"[-3.8446553, 37.2385938]"
node/10970998800,atm,,ING,,"[-3.7639606, 40.3865141]"
node/10970998802,atm,,ING,,"[-3.7373575, 40.3643622]"
node/10971352998,bank,yes,BBVA,BBVA,"[-6.3310573, 36.6377229]"
node/10974013163,atm,,,Euronet ATM,"[-16.7321821, 28.069658]"
node/10976533626,atm,,,,"[-3.8652825, 40.307523]"
node/10979203029,atm,,Banco Sabadell,Banc Sabadell,"[1.1065294, 41.146485]"
node/10981095928,atm,,Banca March,,"[3.308238, 39.5168798]"
node/10989574929,bank,yes,BBVA,BBVA,"[1.7153672, 41.2208649]"
node/10989574951,atm,,Banco Sabadell,Banco Sabadell,"[1.7137914, 41.2200897]"
node/10989797613,bank,yes,Banco Santander,Banco Santander,"[-2.07442, 43.1362694]"
node/10989797614,bank,yes,Kutxabank,Kutxabank,"[-2.0740963, 43.1364208]"
node/10989809785,bank,,Caixabank,Caixabank,"[-2.0732156, 43.1369347]"
node/10990402966,bank,,Caixabank,Caixabank,"[1.7195803, 41.2220426]"
node/10990402986,bank,,Banco Santander,Banco Santander,"[1.7193952, 41.2221727]"
node/10992379530,bank,,Caixabank,Caixabank,"[1.8234046, 41.7262075]"
node/10992379531,bank,,Banco Santander,Banco Santander,"[1.8237294, 41.7261447]"
node/10992379536,bank,,Banca March,Banca March,"[1.8244202, 41.7267813]"
node/10992534415,atm,,Euronet,,"[-3.9658779, 36.7313713]"
node/10994522396,bank,,,Stand Globalcaja,"[-1.8687661, 38.9968532]"
node/10994537739,atm,,Banco Sabadell,Banco Sabadell,"[1.728909, 41.2186361]"
node/10994537763,bank,,Banco Sabadell,Banco Sabadell,"[1.7293087, 41.2180368]"
node/10994607565,bank,,Kutxabank,Kutxabank,"[1.7260994, 41.2209774]"
node/10994607567,bank,,Ibercaja,Ibercaja,"[1.725968, 41.2209481]"
node/10994607577,bank,,Caixabank,Caixabank,"[1.7268658, 41.2209375]"
node/10994681020,bank,,Abanca,Abanca,"[-8.2455904, 42.6972332]"
node/10994967540,bank,,Deutsche Bank,Deutsche Bank,"[1.7274895, 41.2211247]"
node/10995045949,bank,,Banco Sabadell,Banco Sabadell,"[1.7184176, 41.2239703]"
node/11002453258,bank,yes,Cajamar,Cajamar,"[-8.5436114, 42.8771816]"
node/11003285005,bank,yes,Unicaja Banco,Unicaja Banco,"[-3.4173232, 43.3421871]"
node/11009885095,bank,yes,,Triodos Bank,"[2.8152039, 41.9836638]"
node/11010520146,atm,,Caixabank,Caixabank,"[1.7293905, 41.2184192]"
node/11010529920,bank,,,Unicaja,"[-1.8701927, 37.2472364]"
node/11010773151,atm,,,,"[-3.753608, 40.300175]"
node/11012167615,bank,,Abanca,Abanca,"[-7.2989488, 43.4710466]"
node/11013052231,bank,,BBVA,BBVA,"[-4.7135941, 41.652365]"
node/11013474624,atm,,,,"[-2.6964311, 43.3953328]"
node/11013511990,atm,,,EURONET,"[1.1173972, 41.0746122]"
node/11015706209,atm,,,,"[-3.7464402, 40.2970706]"
node/11017354269,bank,,Banco Santander,Banco Santander,"[-3.6923266, 40.4595537]"
node/11017365486,atm,,Euro Automatic Cash,,"[2.15317, 41.3963644]"
node/11017371077,bank,,Unicaja Banco,Unicaja Banco,"[-3.6892729, 40.4594905]"
node/11017551304,atm,,,,"[-16.7174499, 28.0517874]"
node/11017596094,atm,,,,"[-16.7174461, 28.0518277]"
node/11019060673,bank,,Caixabank,Caixabank,"[-1.8689841, 37.2473621]"
node/11020332990,bank,,Banco Sabadell,Banco Sabadell,"[1.7241461, 41.2237434]"
node/11020332995,bank,,Caixabank,Caixabank Business,"[1.7240405, 41.2236997]"
node/11020516331,atm,,,Caixa d'Enginyers,"[1.7239054, 41.221396]"
node/11020613180,bank,,BBVA,BBVA,"[1.724687, 41.2246075]"
node/11026583439,atm,,,,"[-3.1627235, 41.848877]"
node/11026639423,bank,,Caixabank,Caixabank,"[2.1959352, 41.3906]"
node/11028063353,bank,,Banco Santander,Banco Santander,"[2.1278112, 41.3858992]"
node/11028173767,bank,,Caixabank,Caixabank,"[2.175478, 41.423703]"
node/11028444147,bank,,,Banc Sabadell,"[2.1466376, 41.4090899]"
node/11028575839,bank,,,Banco Pichincha,"[2.1703248, 41.3906206]"
node/11028575840,bank,,Banco Sabadell,Banco Sabadell,"[2.1675333, 41.3885348]"
node/11028575844,bank,,,Banc Sabadell,"[2.1600818, 41.3836536]"
node/11028575846,bank,,,Bankinter,"[2.1587284, 41.382649]"
node/11030761425,bank,,Banco Santander,Banco Santander,"[1.8325195, 41.7302472]"
node/11032313001,atm,,,Western Union,"[2.1661453, 41.3751692]"
node/11032317012,bank,,,Banc Sabadell,"[2.1599869, 41.3747828]"
node/11032317016,bank,,Caixabank,Caixabank,"[2.1654439, 41.3747717]"
node/11032317018,atm,,,,"[2.167885, 41.374781]"
node/11032902017,bank,,,Deutsche Bank (Bancorreos),"[1.7232562, 41.226299]"
node/11032946826,atm,,,Euronet,"[1.292153, 38.9957084]"
node/11036065729,atm,,,,"[-8.6213624, 42.1626173]"
node/11037494832,bank,,Banco Sabadell,Banco Sabadell,"[1.7178849, 41.2267541]"
node/11037494857,bank,,Banco Sabadell,Banco Sabadell,"[1.7302193, 41.2239853]"
node/11039270834,atm,,,,"[1.2861903, 38.9709061]"
node/11039359231,atm,,,,"[1.2865726, 38.9705594]"
node/11042741690,atm,,,,"[1.3675362, 38.8761425]"
node/11042744274,atm,,,Euronet,"[1.3072034, 38.9798272]"
node/11042756741,bank,,Banco Santander,Banco Santander,"[1.302475, 38.9790528]"
node/11043044975,bank,yes,Abanca,Abanca,"[-8.5403634, 42.8817808]"
node/11044072694,bank,yes,Caixabank,Caixabank,"[-3.0540384, 36.9624073]"
node/11044224306,atm,,,,"[-8.5654659, 42.8692663]"
node/11044224505,atm,,,,"[-8.5654357, 42.8692756]"
node/11047711004,atm,,Banco Sabadell,Banco Sabadell,"[-8.8713657, 41.9022498]"
node/11047812816,bank,yes,Caixabank,Caixabank,"[-8.8712846, 41.9026044]"
node/11048366179,bank,,Banco Santander,Banco Santander,"[-3.7531601, 40.2952345]"
node/11048673080,bank,,Banco Sabadell,Banco Sabadell,"[2.1309137, 41.3800937]"
node/11048673087,bank,,,Banc Sabadell,"[2.1345697, 41.3816609]"
node/11048673090,bank,,Banco Santander,Banco Santander,"[2.1341466, 41.3815134]"
node/11048677957,bank,,Banco Santander,Banco Santander,"[2.1352382, 41.3897125]"
node/11049814577,bank,,,Cajasiete,"[-16.2646933, 28.46001]"
node/11049866562,atm,,Banco Sabadell,,"[2.1219886, 41.3702857]"
node/11051888354,atm,,Caixabank,,"[-3.6895012, 42.4147382]"
node/11054461663,atm,,,Cajero Bitcoin Weex,"[-0.6864324, 37.9918366]"
node/11054503443,atm,,,Cajero Bitcoin Weex,"[-0.1762795, 38.5361363]"
node/11054529353,atm,,,Cajero Bitcoin Weex,"[-2.4443624, 36.8412153]"
node/11054535766,atm,,,Cajero Bitcoin Weex,"[-3.6923971, 40.3628654]"
node/11054611226,atm,,,Cajero Bitcoin Weex,"[-3.7565121, 40.2417275]"
node/11054635360,atm,,,Cajero Bitcoin Weex,"[-3.6754352, 40.4629862]"
node/11054744948,atm,,,Cajero Bitcoin Weex,"[-3.8844234, 40.5237863]"
node/11054746608,atm,,,Cajero Bitcoin Weex,"[-3.886826, 40.3304187]"
node/11054753150,atm,,,Cajero Bitcoin Weex,"[-3.6517723, 40.5263448]"
node/11054764966,atm,,,Cajero Bitcoin Weex,"[-1.1126585, 37.9920796]"
node/11055130354,bank,,,Banca March,"[-16.2569557, 28.4587146]"
node/11059053499,bank,yes,Caixabank,Caixabank,"[-4.4355344, 36.7045903]"
node/11059135427,bank,yes,,CajaSur,"[-4.4362927, 36.7052144]"
node/11059779007,bank,yes,,Banc Sabadell,"[2.1575332, 41.396294]"
node/11062464478,bank,,,Targo bank,"[-0.7080628, 38.2680416]"
node/11062477702,bank,,,Banco Sabadell,"[-0.7026943, 38.2679485]"
node/11062497307,bank,,Caixabank,Caixabank,"[-0.6967943, 38.2674094]"
node/11063577301,bank,,,Ibercaja,"[-1.1318919, 37.9839313]"
node/11063581520,bank,yes,,cajamar,"[-1.1315784, 37.980504]"
node/11063582023,bank,,Caixabank,Caixabank,"[-1.1319878, 37.9843655]"
node/11064019917,bank,,Abanca,Abanca,"[-8.5012334, 42.082412]"
node/11064394578,bank,,,Caja rural central,"[-0.8101121, 38.1786219]"
node/11064396917,atm,,,,"[-0.8101002, 38.1788056]"
node/11065092450,atm,,,Banco Sabadell,"[-0.5617064, 38.1923074]"
node/11065172552,bank,yes,,BBVA,"[2.2325605, 41.6415438]"
node/11065814264,bank,yes,Abanca,Abanca,"[-8.8709219, 41.9013878]"
node/11065814265,bank,yes,BBVA,BBVA,"[-8.8717129, 41.9008694]"
node/11065852754,bank,yes,Banco Santander,Banco Santander,"[-8.871815, 41.9007858]"
node/11065859185,atm,,,,"[-2.1856783, 39.2170803]"
node/11067138966,bank,,Banco Santander,Banco Santander,"[2.1676451, 41.3988377]"
node/11070598165,bank,,Banco Santander,Banco Santander,"[-6.3652562, 36.627524]"
node/11076826944,bank,,Abanca,Abanca,"[-8.8361337, 41.9371925]"
node/11077011931,bank,yes,BBVA,BBVA,"[-2.9224947, 43.2598229]"
node/11078312161,bank,,Banco Sabadell,Banco Sabadell,"[1.7257345, 41.2244787]"
node/11078586883,atm,,,,"[2.6188728, 39.5848227]"
node/11080227066,bank,,Cajamar,Cajamar,"[-1.0964635, 39.4875463]"
node/11080469555,bank,,BBVA,BBVA,"[-3.7692974, 40.3785621]"
node/11080469559,atm,,BBVA,,"[-3.7692913, 40.3785468]"
node/11080965979,atm,,,,"[-14.1552335, 28.3997541]"
node/11081783375,bank,,Caixabank,Caixabank,"[2.6228294, 39.5900351]"
node/11083295120,bank,,Caixabank,Caixabank,"[2.6505111, 39.5696761]"
node/11084067945,bank,,,SabadellGipuzcoano,"[-2.887732, 43.2917376]"
node/11084086365,bank,,BBVA,BBVA,"[-2.8879327, 43.2919513]"
node/11084141482,atm,,Caixabank,Caixabank,"[0.6293559, 41.6122673]"
node/11084287973,bank,,Banco Sabadell,Banco Sabadell,"[-8.2330618, 43.4849699]"
node/11084952377,atm,,,,"[-4.740984, 36.4848117]"
node/11084952379,atm,,,,"[-4.7411276, 36.4854252]"
node/11084952382,atm,,,,"[-4.7404828, 36.4849236]"
node/11084952394,atm,,Euronet,,"[-4.7276356, 36.4890061]"
node/11085864688,bank,,Caixabank,Caixabank,"[-1.6162059, 42.8255601]"
node/11087086311,atm,,,,"[-4.6333493, 36.5181792]"
node/11090376708,bank,,Bankinter,Bankinter,"[-16.7127326, 28.0543687]"
node/11091250410,bank,,Cajamar,Cajamar,"[-0.2803186, 40.1382148]"
node/11093257231,bank,,Caixabank,Caixabank,"[-2.9876075, 43.3252906]"
node/11096835139,bank,,,Caja Rural - Caja Viva,"[-3.9285852, 41.696967]"
node/11097698874,atm,,,,"[2.188367, 41.4079128]"
node/11097698875,atm,,,,"[2.1871764, 41.4072067]"
node/11099211363,bank,,Banco Santander,Banco Santander,"[3.2776995, 42.2893821]"
node/11100710632,bank,,Caja Rural,Caja Rural,"[-4.4768163, 39.2598111]"
node/11101007089,bank,,Banco Sabadell,Banco Sabadell,"[-5.7926732, 43.6160396]"
node/11101007090,bank,,Caixabank,Caixabank,"[-5.7927127, 43.6162188]"
node/11101589769,bank,,Banco Santander,Banco Santander,"[-5.8433886, 43.3576295]"
node/11101593870,bank,,Caixabank,Caixabank,"[-5.8483961, 43.3574621]"
node/11102907961,atm,,Ibercaja,,"[-0.8710895, 41.256869]"
node/11104261387,atm,,Caixabank,Caixabank,"[-4.6216037, 43.1542312]"
node/11104354854,bank,,Banco Sabadell,Banco Sabadell,"[-5.8316048, 43.4243203]"
node/11105716884,bank,,Caja Rural,Caja Rural,"[-5.6471886, 43.5371498]"
node/11105732372,atm,,Euronet,Euronet ATM,"[2.7443031, 39.5173395]"
node/11105760943,atm,,,,"[-5.6471364, 43.5371986]"
node/11111475398,bank,yes,Unicaja Banco,Unicaja Banco,"[-3.4966826, 43.3538385]"
node/11112412211,bank,,,sys finance,"[2.6201416, 39.5724555]"
node/11112644837,bank,,BBVA,BBVA,"[-9.0571246, 42.7747118]"
node/11112644838,atm,,BBVA,,"[-9.0571085, 42.7747514]"
node/11112644893,bank,,Abanca,Abanca,"[-9.0578566, 42.7744233]"
node/11112644894,atm,,Abanca,,"[-9.05784, 42.774484]"
node/11112644896,bank,,Banco Sabadell,Banco Sabadell,"[-9.0581958, 42.7751741]"
node/11112644897,atm,,Banco Sabadell,Banco Sabadell,"[-9.0581773, 42.7751527]"
node/11113924475,atm,,Caixabank,,"[-1.1166137, 42.7186159]"
node/11115326259,atm,,Caixabank,Caixabank,"[2.1862306, 41.4494295]"
node/11116572819,bank,yes,Caixabank,Caixabank,"[2.5117037, 42.2123226]"
node/11117151414,atm,,,,"[2.1533156, 41.4018219]"
node/11117151415,atm,,,,"[2.1533851, 41.4017152]"
node/11117380266,atm,,,,"[2.1549592, 41.4004013]"
node/11117759005,bank,,,BBVA,"[-6.3395222, 38.9098492]"
node/11118828705,atm,,,,"[-8.8820272, 42.6477719]"
node/11122834889,bank,yes,,Eurocaja Rural,"[-3.9708868, 39.6767455]"
node/11124585053,bank,,Banco Santander,Banco Santander,"[-3.6882694, 40.4307383]"
node/11126132590,bank,yes,Caixabank,Caixabank,"[3.1993644, 42.0551673]"
node/11127504458,atm,,ING,,"[-7.868587, 42.8737248]"
node/11127622085,bank,,,Liber__bank,"[-3.7441369, 43.453463]"
node/11127622086,bank,yes,Caixabank,Caixabank,"[-3.7424929, 43.4536849]"
node/11127622101,bank,yes,Banco Santander,Banco Santander,"[-3.7434288, 43.4545054]"
node/11129494840,bank,yes,BBVA,BBVA,"[-3.8524869, 43.3256906]"
node/11129494842,bank,yes,Banco Santander,Banco Santander,"[-3.8527015, 43.3256019]"
node/11133089676,atm,,Banco Sabadell,Banc Sabadell,"[0.0870009, 38.7988541]"
node/11133971129,bank,yes,Banco Sabadell,Banco Sabadell,"[-2.8860146, 43.236395]"
node/11133971130,bank,,Bankinter,Bankinter,"[-2.8858672, 43.236496]"
node/11133971131,bank,yes,Banco Santander,Banco Santander,"[-2.8853758, 43.2366533]"
node/11133971132,bank,yes,BBVA,BBVA,"[-2.8851266, 43.2368681]"
node/11134764446,atm,,,,"[3.2027213, 42.0551666]"
node/11138701116,bank,yes,Caixabank,Caixabank,"[-4.2618794, 42.7934915]"
node/11139331857,atm,,Caixabank,,"[-0.4261986, 42.146954]"
node/11139756654,atm,,Caixabank,,"[-3.7788793, 40.378653]"
node/11141978648,atm,,Banco Santander,,"[-2.0006453, 43.3148353]"
node/11141978649,bank,,Banco Santander,Banco Santander,"[-2.0006462, 43.3148774]"
node/11143424240,bank,,Caja Rural,Caja Rural,"[-5.8484562, 43.3691706]"
node/11143588074,bank,,Bankinter,Bankinter,"[-5.8605614, 43.3618107]"
node/11143616278,bank,,Caja Rural,Caja Rural,"[-5.8467946, 43.3601316]"
node/11143637110,bank,yes,BBVA,BBVA,"[-4.1292141, 40.5843536]"
node/11144071714,bank,yes,Banco Santander,Banco Santander,"[-5.9236802, 43.5567752]"
node/11144097616,bank,yes,BBVA,BBVA,"[-5.9242356, 43.5570246]"
node/11144097617,bank,yes,Laboral Kutxa,Laboral Kutxa,"[-5.9239779, 43.5571596]"
node/11144664414,bank,yes,Santander,Santander,"[-4.1314322, 40.5842692]"
node/11146211726,atm,,Bankinter,,"[2.1692393, 41.3993256]"
node/11147851259,atm,,Cashzone,,"[-15.5684894, 27.7556251]"
node/11148428167,atm,,Kutxabank,,"[-2.0351544, 43.309486]"
node/11148584905,bank,,,,"[4.2600819, 39.8869345]"
node/11150213837,bank,,Banco Sabadell,Banco Sabadell,"[-5.8541241, 43.3624484]"
node/11150234666,bank,yes,BBVA,BBVA,"[2.1560931, 41.3991716]"
node/11150984209,atm,,Euronet,,"[3.1943908, 42.0011351]"
node/11151750207,atm,,,,"[2.1683166, 41.4031204]"
node/11155366864,atm,,,,"[2.8178181, 41.9699212]"
node/11156035169,bank,,Abanca,Abanca,"[-7.162151, 42.8535221]"
node/11156035170,bank,,Banco Sabadell,Banco Sabadell,"[-7.1621987, 42.8532255]"
node/11156553275,bank,,Caixabank,Caixabank Arrosadía,"[-1.6426878, 42.8025867]"
node/11156759849,atm,,Caixabank,Caixabank Cajero Estafeta,"[-1.6424235, 42.817716]"
node/11156759850,bank,,Caixabank,Caixabank Mendebaldea,"[-1.6707198, 42.8077213]"
node/11157316190,bank,,Caixabank,Caixabank Beriáin Potasas,"[-1.6352403, 42.7382143]"
node/11157316191,bank,,Caixabank,Caixabank Noáin,"[-1.6337544, 42.7607411]"
node/11157771650,bank,yes,Caixabank,Caixabank,"[-1.6295975, 42.829529]"
node/11157780940,bank,yes,,Caja Rural de Salamanca,"[-5.6535291, 40.9704654]"
node/11157806005,bank,,Banco Santander,Banco Santander,"[3.8389, 39.9990339]"
node/11158579576,atm,,,,"[3.112729, 39.8177394]"
node/11158842459,bank,yes,Abanca,Abanca,"[-8.7838092, 42.2636796]"
node/11159859706,bank,,,Colonya. Caixa Pollença,"[3.8413225, 40.0015271]"
node/11162000541,bank,yes,Caixabank,Caixabank,"[-3.5160396, 36.8323843]"
node/11162000542,bank,,,Caja Rual,"[-3.5156531, 36.8316351]"
node/11162000544,bank,,Banco Santander,Banco Santander,"[-3.5159157, 36.8329315]"
node/11164889310,bank,,Cajamar,Cajamar,"[-0.2068037, 39.7687501]"
node/11166287213,bank,,,Banc de Sabadell,"[3.0294593, 41.781651]"
node/11168041731,atm,,Banco Santander,,"[2.2192259, 41.7976957]"
node/11168041732,bank,,Banco Santander,Banco Santander,"[2.2192164, 41.7977151]"
node/11169213586,atm,,,Banc Sabadell,"[2.4848421, 42.1796846]"
node/11170574550,bank,,BBVA,BBVA,"[-8.0786755, 42.4296438]"
node/11170574551,bank,,Banco Sabadell,Banco Sabadell,"[-8.077809, 42.4315917]"
node/11170574572,bank,yes,Abanca,Abanca,"[-8.0784083, 42.4306674]"
node/11170574573,bank,yes,Banco Santander,Banco Santander,"[-8.0788919, 42.4304927]"
node/11170574574,bank,,Caixabank,Caixabank,"[-8.0778327, 42.431461]"
node/11172113924,atm,,,BitBase - Cajero Bitcoin,"[2.1912197, 41.4052617]"
node/11173811027,bank,,Unicaja Banco,Unicaja Banco,"[-5.323618, 42.8660536]"
node/11173811028,bank,,Abanca,Abanca,"[-5.3235426, 42.8657542]"
node/11174342792,bank,,BBVA,BBVA,"[2.1432198, 41.398774]"
node/11176200511,atm,,,,"[3.2050742, 41.9805505]"
node/11176774290,atm,,Ibercaja,,"[-0.8848667, 41.6470244]"
node/11176774291,atm,,Ibercaja,,"[-0.8848932, 41.6470125]"
node/11176774292,atm,,Ibercaja,,"[-0.8849217, 41.6469996]"
node/11176774293,atm,,Ibercaja,,"[-0.8846509, 41.6464083]"
node/11176774294,atm,,Ibercaja,,"[-0.8845855, 41.6464373]"
node/11176774295,atm,,Ibercaja,,"[-0.8846205, 41.6464218]"
node/11177380091,atm,,,Euro Automatic Cash,"[-0.7632165, 37.8910376]"
node/11177382130,atm,,,Euro Automatic Cash,"[-0.7547966, 37.8832319]"
node/11178450741,bank,,Bankinter,Bankinter,"[-0.8832837, 41.6483078]"
node/11180557737,atm,,,,"[2.8756662, 41.8885708]"
node/11180844393,bank,,,Banc Sabadell,"[2.4871006, 42.1827825]"
node/11181456584,bank,,Caja Rural,Caja Rural,"[-5.8502861, 43.3653776]"
node/11181741765,atm,,,,"[-2.0759653, 40.571562]"
node/11184099538,bank,,Banco Santander,Banco Santander,"[-3.6866934, 40.492869]"
node/11184249644,bank,,Banco Sabadell,Banco Sabadell,"[-0.8828092, 41.6494768]"
node/11187450044,bank,,Caixabank,Caixabank,"[-5.9580584, 37.4030402]"
node/11191526687,bank,yes,Caixabank,Caixabank,"[-17.9122915, 28.6582988]"
node/11194827203,bank,,,Renta4 Banco,"[-1.6400793, 42.8132825]"
